3,1475
404,1156
340,1330
421,486
3,1479
367,1843
407,2309
723,2304
368,610
1094,1097
176,2180
1200,1352
1481,2118
1132,1483
421,2255
119,1727
176,2184
1054,1723
1040,2260
1827,2390
1097,2250
478,2246
169,346
683,1826
1189,1467
1159,1981
1193,1530
608,1871
1298,1781
1338,2246
1956,2312
163,1114
1590,2413
381,1761
353,2395
899,2483
1274,2410
971,2407
1420,2050
96,172
96,173
1342,2326
299,1985
83,900
92,2287
272,1430
180,2202
1193,1543
1586,2379
2212,2280
193,599
791,1073
899,2496
169,325
326,1421
368,622
339,2467
209,421
1791,1961
339,2464
233,614
608,1853
747,1690
733,2157
529,1054
1590,2473
683,1881
1026,2352
1495,1615
848,2201
683,1875
2202,2448
244,2095
532,750
12,708
1257,1373
407,2359
1668,1778
1434,1590
706,1264
1179,1600
608,1838
1845,1958
1231,1954
145,655
166,2320
169,382
503,1622
129,1568
169,380
532,760
478,2251
1328,2423
1352,2181
242,1966
691,971
1118,1568
48,225
2202,2422
48,226
238,1871
159,1065
1352,2187
1791,1937
145,623
791,1017
75,1188
201,1549
2273,2353
129,1558
1009,1235
1348,2087
751,1761
815,1568
242,1951
747,1659
256,992
72,486
1481,2124
170,218
508,514
845,1086
83,936
529,1098
387,1502
655,902
1553,1677
1769,2305
1791,1909
1376,1488
47,874
47,876
333,459
468,2421
835,1202
503,1676
835,1204
36,426
1827,2311
445,1534
333,452
1712,2308
288,1065
1716,1941
567,936
1841,2270
262,1630
1380,1549
2327,2341
597,2381
1898,2231
1348,2073
1064,1521
1219,2104
1827,2300
597,2380
1104,2015
149,1293
288,1055
1122,1696
699,1478
238,1832
532,725
123,1864
306,1740
1787,1843
1328,2461
594,1201
880,1717
1370,1780
856,1931
2144,2369
1827,2333
699,1486
906,2290
238,1820
149,1280
574,1568
84,369
628,1550
536,2305
567,916
330,1531
25,1991
903,1089
170,280
1040,2293
1315,1445
619,817
2259,2428
1084,1230
1783,2280
169,309
149,1237
431,2022
981,2201
233,683
1097,2208
281,501
268,840
272,1416
295,2321
432,943
699,1422
1084,1227
1783,2277
662,1041
432,929
435,1763
903,1064
71,78
84,309
252,1764
709,2473
1087,2476
767,1370
995,1739
190,2003
1380,1508
1553,1620
170,278
985,1950
1956,2356
655,963
1370,1758
757,1497
604,2148
14,1068
757,1491
181,753
377,1628
257,375
985,1966
181,757
377,1621
194,1748
149,1242
170,2489
1084,1203
971,2462
1108,1735
1682,1690
170,2492
82,2488
55,1541
1837,2259
248,1663
741,1865
838,2430
1169,1729
316,1661
866,1847
302,2195
316,1665
1219,2072
916,2065
11,2496
47,806
414,1011
838,2442
36,397
472,2438
1044,1983
866,1858
713,2467
700,1544
278,1281
866,1859
1563,1592
831,910
184,1827
139,1327
262,1595
1376,1426
977,2137
468,2484
655,894
1662,1941
727,1901
316,1689
55,1552
916,2040
2208,2212
133,875
133,876
1410,2198
2331,2344
346,1005
411,2363
472,2463
1726,1753
1946,2466
1467,2191
455,1313
1108,1776
964,1222
282,1311
964,1224
1251,1635
31,2214
1769,2222
363,2269
757,1559
293,473
693,1609
1305,1518
102,1104
1787,1948
31,2229
550,2283
363,2278
1217,1973
1662,1969
964,1238
716,1106
157,547
248,1634
96,1949
207,1300
1414,1827
391,1561
3,980
1237,1761
991,2019
2392,2426
3,987
282,1330
60,589
60,587
791,824
252,1814
544,584
1672,1755
2015,2450
41,2013
1294,2162
1535,2181
852,2311
1305,1537
1209,2246
1471,2276
1467,2143
628,1582
791,833
60,554
1601,1820
60,570
482,2250
544,599
1013,1359
24,604
934,1621
248,1609
387,1560
737,1787
302,2120
269,285
751,1673
201,1493
729,2063
729,2062
292,1129
479,875
492,653
417,2110
269,286
492,652
706,1173
781,1277
876,1657
1294,2107
1342,2383
1145,2442
210,258
876,1651
1356,1853
1044,1913
1730,1992
751,1669
1044,1919
1261,1470
622,1719
751,1662
21,2289
88,2237
1664,2051
1102,1946
509,1470
1267,1281
480,896
210,264
211,1446
737,1721
326,1483
550,2254
482,2224
345,366
59,798
716,1162
1607,1625
34,66
278,1204
719,760
22,74
1183,1615
1284,2384
210,235
710,1326
1905,2078
1183,1619
1732,2073
478,2290
1400,2384
1491,2028
1217,1968
211,1472
794,2161
520,823
831,988
638,1385
1118,1597
719,770
1722,2076
2460,2478
648,1125
713,2408
292,1164
794,2150
991,2092
1779,2030
1128,1392
1410,2187
221,823
991,2097
98,2020
866,1889
1732,2096
1732,2095
258,1448
771,1420
713,2412
48,195
55,1574
211,1499
1732,2092
1491,2097
109,1957
371,1947
468,475
326,1449
648,1187
2025,2251
339,2364
669,1932
234,2155
392,866
862,2163
359,2114
1491,2063
176,2115
75,1101
248,1683
4,378
293,414
475,1189
655,2407
336,1227
96,249
544,1982
1903,1954
1664,2081
669,1923
1044,1937
693,1666
805,1742
761,1699
1791,1897
669,1909
10,60
109,1975
176,2129
245,588
1607,1653
1586,2295
105,2200
544,1976
472,2417
88,2256
886,1406
1596,2285
176,2130
1535,2103
404,1271
530,2457
1104,2192
397,1435
967,2498
1104,2191
1481,2230
299,1851
995,1674
995,1675
652,1164
801,2183
445,1499
2080,2481
1261,1522
404,1262
1104,2183
193,456
530,2442
751,1819
1366,1773
529,1129
421,2120
719,2149
233,511
163,1030
587,2435
1054,1851
1722,2015
92,2139
122,478
478,2331
1793,2159
620,883
691,894
707,908
1165,2212
755,817
1054,1827
92,2167
737,1915
1193,1427
1200,1498
530,2426
584,1279
1338,2110
421,2112
652,1185
1654,2399
88,2061
1861,2063
1145,2382
1399,2203
2005,2494
201,1644
1763,2479
530,2418
643,978
1861,2077
1189,1567
971,2302
168,882
21,2490
1104,2157
2378,2447
1122,1751
1229,2015
262,1726
306,1887
292,1206
272,1384
159,1163
556,2074
860,1953
1789,2085
707,964
1213,2236
465,1110
166,2450
1827,2234
210,450
377,1569
1118,1452
1132,1317
310,1766
2005,2470
262,1715
1789,2078
72,590
92,2170
1036,2279
1118,1454
368,759
1247,1621
1702,2399
170,312
1165,2203
1284,2393
193,495
340,1257
1193,1456
257,403
445,1464
163,1077
679,1883
707,952
642,1541
435,1810
3,1574
209,582
262,1706
638,1234
159,1185
707,945
848,2349
995,1697
543,1008
835,1308
707,940
691,869
292,1217
638,1224
619,748
546,2055
1791,1804
119,1670
1213,2244
1525,2199
532,662
731,960
248,1823
1104,2118
1543,1905
1305,1670
160,2443
699,1339
665,2125
1543,1909
597,2499
1553,1555
11,2407
248,1818
1533,1938
60,531
84,461
456,532
1315,1530
1793,2108
1358,2052
1406,2081
699,1349
1406,2085
536,2407
838,2289
1237,1563
14,1176
618,1780
913,1061
1318,2496
662,1193
896,1172
1855,1878
320,1767
914,1953
1797,1855
913,1065
149,1161
170,2326
1590,2369
662,1184
513,1507
825,1473
320,1778
1315,1551
1855,1883
330,1645
391,1471
123,1982
964,1066
1087,2330
233,578
306,1802
685,2068
665,2166
618,1756
1712,2477
1169,1648
257,471
468,2348
584,1253
1851,2032
604,2042
181,895
367,1999
1406,2044
1064,1452
2388,2493
184,1774
24,1072
214,2423
1074,1314
665,2176
1793,2148
655,838
1471,2206
632,702
1966,2215
607,887
584,1264
490,1935
272,1301
924,1937
2144,2434
36,597
1406,2071
699,1315
1040,2192
618,1778
1712,2456
149,1137
435,1890
72,2498
96,1777
357,1889
458,2436
1348,2128
1851,2050
1155,2391
12,654
37,2096
181,869
421,2142
1097,2359
1634,2429
431,2135
914,1922
1003,1640
608,1773
913,1033
1960,2283
540,2300
295,2116
564,1662
170,2375
359,2298
170,2373
472,2306
981,2400
234,2085
431,2225
139,1222
700,1655
866,1960
411,2269
485,1068
485,1069
564,1654
675,2168
98,2171
95,719
519,1176
1221,1934
109,531
632,634
1519,1955
363,2123
1173,1911
1264,2450
944,1590
866,1971
675,2157
1410,2082
153,1140
496,1696
981,2419
1142,1431
601,1078
109,564
662,1226
98,2169
1179,1595
2259,2283
729,2124
1601,1986
248,1779
1360,1719
987,2093
564,1633
1960,2278
767,1392
1576,2386
293,580
12,562
380,960
961,2431
564,1623
72,609
59,694
954,978
59,699
143,1550
357,1954
444,833
35,1678
1155,2335
302,2037
282,1229
1708,2070
632,684
2456,2482
1251,1503
60,456
1708,2074
27,2041
95,753
1288,1797
149,1182
1539,1920
628,1693
846,1960
320,1759
1644,2350
675,2121
1787,1835
2086,2476
363,2162
65,1285
482,2384
157,434
320,1720
110,348
35,1650
632,1683
363,2177
729,2169
472,2380
482,2375
468,2390
743,2136
11,2394
233,490
1519,1934
173,1165
55,1632
564,1668
974,1135
59,651
24,771
1779,2198
404,1316
278,1301
357,1902
72,674
1477,2214
96,108
254,2091
619,686
761,1772
1457,2266
224,2497
862,2291
591,938
1611,1900
24,789
359,2221
533,1039
1284,2479
310,336
1352,2018
479,756
648,1265
1414,1743
110,395
407,2274
482,2349
691,919
974,1112
761,1783
679,716
723,2122
747,1841
944,1545
591,2473
679,1809
88,2100
415,1905
143,1566
1173,1962
78,2178
1173,1967
1261,1570
791,912
591,950
1708,2015
1288,1779
723,2117
784,2206
425,1908
727,1874
78,2181
425,1907
465,1023
508,714
784,2213
791,923
78,2185
731,882
153,1120
245,690
1288,1704
591,2490
794,2274
794,2277
336,1369
221,701
475,1045
737,1814
1596,2396
72,638
669,1823
381,390
310,374
381,1852
1009,1309
292,1276
371,1824
359,2265
381,1859
1847,2158
122,519
258,1335
1122,1800
1362,2006
59,607
1332,2485
1298,1732
737,1829
784,2239
889,2479
186,2004
794,2256
591,921
1434,1768
344,887
1122,1817
78,2135
465,1051
580,592
105,2311
1356,1767
221,731
293,543
96,135
234,2054
1112,1834
591,907
1288,1730
381,1546
503,1826
1909,1982
377,1499
381,1542
3,1235
1613,2047
1759,2292
886,1227
1013,1507
149,1436
1189,1236
842,2284
1461,2287
1229,2183
1322,2489
1118,1771
1229,2167
353,2144
24,389
530,2319
679,1565
119,1970
533,1307
642,1623
285,2268
168,788
1145,2270
513,1258
620,989
163,1354
1420,2298
1229,2155
1325,1430
285,2243
530,2312
1682,1885
1118,1763
306,1583
1173,1680
1682,1889
1936,2471
129,1350
533,1317
1243,2094
832,2413
1654,2035
119,1986
1122,1858
1040,2036
1654,2038
1229,2160
886,1218
1695,2456
2134,2305
1936,2476
421,2460
1189,1203
121,784
1135,2421
2025,2402
2096,2332
486,1781
794,2433
146,2421
663,1980
1936,2443
47,677
421,2454
642,1677
1543,1661
462,2491
2025,2419
209,210
1682,1873
889,2408
1036,2399
1189,1264
1986,2081
308,674
513,1295
1682,1871
257,523
1399,2108
12,944
3,1212
2398,2409
21,2156
747,1888
486,1757
794,2405
201,1304
1386,1557
856,1738
421,2435
421,2418
3,1220
1301,2127
3,1223
926,2116
356,1157
691,746
1132,1654
1399,2120
437,2095
1718,2289
486,1774
326,1624
1322,2430
1386,1567
421,2424
209,229
1054,1514
1837,2412
2090,2173
594,1419
1350,1819
614,2299
614,2296
1036,2363
981,2006
652,1446
1097,2401
233,485
981,2002
1566,2477
632,1384
713,2298
914,1811
835,1449
914,1816
1888,2276
1322,2414
6,2452
1831,2286
1054,1573
356,1173
2134,2360
618,1429
472,2284
995,1938
1648,1802
82,2220
597,2147
233,474
1135,2481
906,2039
1251,1810
618,1456
757,1691
906,2045
95,1051
906,2047
1087,2202
1360,1686
1338,2076
870,1628
2154,2416
2154,2413
995,1919
854,972
1328,2237
336,1099
122,184
302,2318
47,620
870,1610
523,1500
367,1668
667,908
1050,2271
377,1416
778,869
1348,2296
1783,2046
699,1655
133,588
638,1535
182,332
638,1538
84,538
594,1457
1097,2447
1601,1682
1898,2444
2398,2462
1601,1681
340,1521
1706,1993
209,278
1077,2376
1267,1402
868,2055
1077,2369
1773,2127
113,1726
1305,1341
665,2059
149,1464
594,1447
628,1734
340,1539
1851,2383
1370,1992
1888,2243
110,750
513,1214
353,2115
868,2048
391,1378
719,2431
298,1060
1301,2194
1328,2270
110,746
995,1974
1169,1543
174,1882
149,1480
890,1761
1325,1461
320,1456
1247,1323
13,319
1370,1971
961,2358
868,2023
2279,2372
520,2481
445,1806
1016,2219
2279,2374
1237,1955
1112,1502
1217,1771
1767,1954
343,2277
1101,1136
509,1639
509,1633
2090,2101
1223,2002
1217,1783
1424,1456
329,2330
1003,1784
1601,1631
329,2332
1946,2206
961,2336
1348,2231
248,1405
1362,2153
719,921
868,2003
1485,1501
1712,2015
520,673
262,1344
262,1353
807,2089
602,1964
1217,1793
363,2497
270,354
1264,2321
1348,2200
1732,2230
1773,2222
564,1996
1264,2313
1712,2003
1281,1288
1292,1764
1237,1946
607,864
787,1249
41,2283
211,1624
293,1914
153,1026
1050,2269
2090,2132
1183,1470
1601,1609
59,570
807,824
479,671
1892,2375
207,1539
2279,2331
96,420
36,187
408,895
716,1341
339,2196
737,1532
13,254
607,1024
720,805
1292,1781
1292,1782
1505,2318
536,2049
479,684
96,436
401,2308
475,1306
1267,1481
1030,2233
270,301
1740,1992
1767,1984
577,2449
432,778
1101,1103
767,1068
153,1060
479,652
404,1411
906,2009
180,2087
1400,2100
781,1058
78,2091
1209,2000
316,1888
934,1851
1837,2483
1267,1497
78,2099
316,1885
269,470
41,2245
944,1296
157,320
367,1590
781,1038
632,776
1013,1591
1237,1986
520,615
1203,2258
818,2492
408,889
723,2022
1485,1567
121,806
268,1695
