119,1719
747,1660
492,2179
75,1169
1118,1542
1420,2071
1118,1544
1718,2089
1718,2082
201,1525
1654,2253
1718,2085
1231,1927
591,2609
119,1727
62,2775
747,1671
2096,2145
1590,2425
62,2773
747,1678
971,2439
1118,1531
560,2040
1366,1651
102,1099
995,1783
1019,1094
1231,1919
62,2761
1437,2710
1437,2712
478,2212
655,2458
1654,2270
1231,1943
323,2882
1590,2403
1930,2912
2175,2953
336,1254
1930,2915
560,2059
1437,2700
209,428
520,2701
1406,2139
1654,2282
1611,1723
257,348
1930,2910
1322,2689
691,958
1026,2350
2555,2765
747,1622
1437,2734
2487,2890
288,1030
2487,2892
72,475
520,2712
119,1763
82,2414
591,2648
478,2284
818,2714
407,2353
2096,2107
691,962
1437,2722
520,2730
201,1584
1437,2727
1437,2728
1437,2729
520,2728
82,2423
754,2907
367,1807
818,2701
407,2324
2307,2619
272,1481
272,1483
683,1861
944,1503
560,2030
520,2735
520,2736
683,1852
47,898
560,2034
620,715
1590,2445
2096,2125
1590,2442
492,2104
2096,2129
1200,1325
1190,2962
2175,2917
1437,2748
1529,1917
655,2489
655,2486
1373,2946
275,2693
2259,2463
964,1155
343,2557
754,2937
1817,2588
1817,2589
2259,2462
869,2953
571,2956
754,2953
3,1402
146,2632
102,1009
880,1705
82,2463
458,2589
1373,2962
343,2546
1077,2562
1077,2563
900,2598
869,2941
2239,2739
1634,2571
699,1478
2372,2866
1322,2627
1868,2798
1966,2142
604,2187
699,1472
2076,2458
869,2977
1373,2976
1611,1799
1851,2136
2144,2367
2060,2923
2060,2908
2239,2752
2076,2460
275,2664
1634,2587
584,1319
838,2386
2555,2735
1654,2201
1488,2941
2487,2828
1077,2581
1654,2206
567,906
1930,2924
767,1369
1169,1767
102,1065
333,412
333,413
2144,2301
571,2990
1006,2689
1488,2995
110,521
2239,2778
571,2996
11,2570
620,791
2239,2771
604,2158
767,1371
1294,2095
257,360
1019,1058
458,2548
869,2904
110,517
2076,2444
102,1050
2144,2322
2372,2828
2555,2709
110,502
995,1731
699,1428
1231,1902
571,2970
869,2931
1488,2971
133,796
295,2306
1930,2959
2372,2835
971,2462
126,2994
2259,2414
367,1867
754,2969
571,2981
181,746
272,1407
1132,1493
55,1540
153,1282
1077,2610
1868,2810
2358,2984
359,2178
1302,2980
139,1349
139,1342
387,1592
1077,2602
1077,2601
1223,2245
1302,2996
2358,2996
133,893
1302,2992
1302,2999
22,23
55,1536
964,1201
1702,2519
1251,1655
604,2107
160,2508
1563,1592
160,2505
1563,1599
1570,2839
316,1680
964,1212
1414,1810
1251,1640
1662,1942
632,1526
95,810
944,1492
133,876
1294,2195
1726,1751
1726,1752
1471,2225
110,413
1570,2826
139,1334
316,1676
540,2405
356,756
1868,2855
1868,2856
519,967
1471,2299
852,2337
1488,2919
1223,2211
852,2329
1491,2008
2060,2941
133,859
438,2979
1046,2026
2372,2899
1488,2921
723,2299
2195,2559
719,757
394,2810
1294,2131
1471,2281
1077,2640
1077,2641
2060,2933
2239,2821
519,980
133,841
387,1568
1006,2749
102,1117
1868,2871
394,2800
1950,2531
95,847
2124,2657
1868,2870
1251,1607
781,1296
964,1257
1006,2745
295,2262
719,732
1868,2886
316,1629
95,851
2124,2645
838,2464
964,1262
1753,2697
2392,2405
632,1576
110,452
316,1632
2060,2956
1006,2730
438,2946
951,2766
62,2821
2195,2525
1457,2399
133,820
1420,2114
2208,2285
438,2943
944,1406
1950,2598
394,2861
612,1994
308,892
1718,2120
1190,2948
520,2638
1209,2263
2358,2901
506,2701
133,815
723,2251
381,469
1125,2810
407,2398
438,2932
951,2752
1437,2761
62,2813
747,1716
1057,2828
1570,2883
1267,1287
1491,2058
1125,2840
95,886
540,2488
540,2482
1457,2379
723,2247
540,2480
1950,2574
1753,2669
747,1726
323,2912
1789,2064
2392,2450
1274,2370
1753,2666
1294,2128
1294,2129
244,2110
2358,2923
1125,2845
1057,2815
951,2734
716,1153
1420,2104
1950,2562
1685,2866
1294,2110
244,2118
72,573
2124,2603
648,1123
1183,1601
2358,2937
1718,2131
1057,2807
1294,2117
22,86
438,2901
723,2220
1491,2084
1789,2004
920,2162
359,2134
359,2135
2358,2943
944,1446
1190,2913
323,2986
1685,2853
564,1737
1389,2526
533,1196
1389,2510
533,1194
781,1217
1366,1615
2358,2952
1274,2368
1685,2846
323,2967
394,2895
1420,2162
727,1975
1057,2864
1570,2840
838,2409
2504,2565
1529,1861
2208,2265
468,489
336,1225
1274,2337
2321,2562
72,530
98,2008
1570,2879
2392,2496
394,2892
72,535
655,2412
2504,2559
564,1717
1769,2292
438,2913
1389,2530
62,2838
1753,2614
1685,2826
1529,1879
564,1709
648,1164
2392,2489
2025,2274
2025,2276
153,1223
1868,2806
798,1884
1654,2371
683,1712
1654,2374
1733,2982
1733,2988
209,515
62,2897
747,1792
2025,2338
62,2892
643,960
394,2696
1685,2925
557,2952
1176,2962
520,2803
1654,2388
1733,2974
620,869
2025,2334
557,2982
62,2883
557,2988
2195,2700
557,2984
643,996
2307,2770
367,1934
2025,2342
2307,2779
571,2890
557,2970
492,2266
571,2898
478,2347
1611,1846
478,2349
2104,2909
860,1904
1274,2547
394,2682
1176,2941
520,2825
272,1320
1200,1488
520,2829
2025,2357
889,2531
767,1400
492,2257
818,2842
860,1958
201,1692
415,1976
520,2833
146,2536
655,2597
119,1640
520,2839
119,1644
3,1548
1966,2292
620,813
1570,2681
1132,1314
1590,2344
2555,2634
72,591
72,594
146,2553
591,2540
275,2516
869,2868
520,2847
520,2848
275,2513
557,2905
557,2906
1654,2343
119,1657
1733,2931
2307,2769
655,2580
343,2663
420,981
533,1008
520,2855
1654,2350
3,1568
869,2896
82,2519
257,411
1733,2923
3,1582
1590,2324
3,1584
209,593
343,2653
1590,2321
146,2576
1118,1437
1190,2842
520,2874
520,2866
1797,1809
557,2927
2555,2659
367,1903
1358,2044
2555,2601
1488,2836
584,1206
1702,2341
458,2455
2487,2976
11,2408
3,1507
181,855
869,2830
181,857
1077,2692
1046,2104
1634,2486
1077,2686
1006,2517
1590,2387
275,2560
119,1690
252,1693
1315,1538
1488,2840
964,1049
160,2466
2372,2742
1797,1852
1868,2679
604,2066
920,2306
557,2901
2487,2950
1702,2365
1302,2926
964,1051
869,2856
55,1607
2487,2953
2535,2995
913,1069
2555,2627
2535,2991
1817,2688
2239,2627
316,1721
1315,1555
1590,2363
1851,2008
1488,2822
1488,2823
1358,2034
604,2055
1302,2932
2487,2940
1060,2022
571,2817
571,2818
964,1062
1302,2936
1406,2097
1797,1848
869,2841
333,561
571,2869
1817,2670
126,2879
584,1248
201,1610
1302,2942
180,2390
257,470
1302,2944
971,2357
1488,2875
2487,2939
900,2664
1488,2872
1315,1576
699,1302
2239,2659
2239,2655
252,1645
1223,2287
1950,2703
1176,2921
1950,2706
584,1268
1132,1395
139,1277
900,2673
900,2674
295,2210
458,2421
356,698
1702,2326
2372,2702
2372,2703
1176,2911
181,872
1132,1380
1006,2588
699,1323
2372,2711
571,2851
571,2854
767,1473
971,2338
1302,2975
252,1666
675,2186
2487,2901
2535,2963
2535,2965
1488,2863
913,1039
1176,2909
1851,2047
1077,2734
1125,2786
1057,2792
387,1468
1077,2733
1302,2864
11,2362
2124,2558
2076,2513
2144,2501
295,2121
2076,2517
944,1595
1868,2704
153,1172
920,2251
1868,2701
1125,2773
126,2968
1077,2727
1223,2363
438,2891
1753,2599
126,2972
1302,2878
2144,2511
1868,2711
1789,2105
485,1071
1294,2086
767,1387
1789,2102
173,1128
2144,2529
1060,2095
2060,2880
221,1181
1169,1622
2060,2885
798,1953
42,2942
295,2100
716,1205
1057,2762
1868,2724
1223,2388
126,2948
1302,2895
316,1792
1950,2602
2259,2298
11,2358
2060,2870
139,1213
1209,2330
798,1965
1057,2767
42,2930
72,608
72,609
31,2335
1570,2702
1868,2737
2060,2817
438,2865
62,2905
1950,2673
394,2703
838,2350
852,2216
2195,2685
2259,2266
506,2860
1251,1506
2456,2486
506,2865
1414,1710
1251,1503
2060,2825
387,1418
920,2210
1077,2768
987,2072
1358,2095
675,2126
438,2853
798,1935
1950,2663
24,740
2124,2501
126,2928
571,2915
852,2229
2321,2613
964,1121
506,2877
798,1940
356,610
1046,2114
675,2115
2372,2782
1414,1737
438,2887
1868,2757
1868,2750
846,1993
846,1995
1868,2753
310,325
1471,2152
506,2882
102,1002
1471,2155
1414,1733
1753,2582
316,1763
2239,2704
295,2143
316,1764
356,604
1868,2765
1358,2077
1868,2761
438,2873
2195,2693
2195,2690
173,1161
126,2910
2372,2790
55,1637
632,1698
2307,2717
24,770
1366,1707
1457,2277
2619,2662
359,2216
818,2766
1190,2833
420,966
72,683
591,2443
98,2105
727,1882
1125,2706
506,2829
818,2758
133,935
1118,1492
2195,2638
944,1515
1789,2155
62,2938
1789,2150
944,1514
415,1938
703,2512
1231,1997
987,2039
1057,2700
727,1899
310,365
818,2748
394,2722
201,1598
723,2127
394,2723
1718,2019
336,1305
2195,2662
2321,2643
591,2466
1471,2192
1570,2795
2104,2997
1118,1473
1437,2661
520,2791
889,2428
1457,2241
2195,2654
394,2712
420,951
2358,2810
1118,1476
62,2912
415,1924
415,1915
415,1916
1685,2985
987,2015
506,2858
951,2846
1125,2715
1529,1960
533,1064
889,2499
2104,2978
591,2491
723,2106
2358,2821
1685,2978
591,2493
62,2988
2619,2627
703,2564
2358,2827
727,1842
727,1843
394,2794
1685,2973
1389,2649
540,2337
727,1845
221,1104
557,2990
889,2487
485,1025
533,1070
818,2799
394,2773
1420,2040
415,1902
2358,2838
1366,1730
1274,2482
1685,2960
98,2137
1678,1682
818,2793
485,1016
540,2348
1414,1784
1125,2735
2104,2963
2025,2379
2104,2955
485,1037
359,2235
1789,2148
438,2800
1753,2508
75,1224
1789,2145
1274,2457
489,2996
1077,2716
1366,1766
1077,2719
655,2535
1882,2694
818,2782
951,2813
1125,2767
632,1600
818,2780
533,1097
951,2810
62,2953
1125,2754
632,1606
485,1044
533,1095
691,901
420,912
2321,2675
62,2958
1685,2949
1366,1753
1251,1559
310,390
42,2974
209,502
1057,2727
506,2818
699,1614
2259,2626
1190,2799
146,2463
691,750
272,1214
802,2907
802,2909
244,2296
987,2205
2420,2818
2420,2812
244,2295
257,551
2025,2443
2025,2444
407,2552
24,383
2732,2770
1105,2913
1986,2030
900,2757
2420,2828
2025,2455
489,2945
1105,2907
1243,2095
1981,2974
119,1987
1488,2777
1981,2977
1488,2770
1981,2979
2732,2792
370,1035
900,2732
489,2938
1176,2826
2025,2405
691,712
951,2565
951,2560
1437,2973
1105,2961
2307,2874
1315,1605
336,1072
1851,2305
818,901
2096,2349
275,2881
802,2964
1190,2741
201,1340
1437,2966
1105,2954
1986,2072
489,2913
1718,2276
272,1265
1406,2318
458,2387
336,1069
275,2872
1105,2940
880,1917
47,656
146,2438
146,2439
533,1372
275,2860
802,2947
1190,2724
802,2948
478,2027
1274,2626
489,2900
1176,2861
1986,2050
1373,2700
272,1248
47,668
2752,2858
1550,2907
802,2994
1817,2353
802,2996
1882,2913
1389,2285
2535,2898
47,632
2535,2895
2223,2957
1590,2270
1550,2915
1550,2916
2144,2597
852,2545
880,1947
1251,1817
2718,2882
1373,2723
102,1256
632,1393
1006,2876
1488,2721
1077,2322
2223,2944
1006,2871
1006,2872
102,1250
1536,2987
1077,2356
1882,2938
367,1666
519,820
367,1667
374,2903
1634,2334
374,2909
1563,1757
180,2047
343,2337
55,1724
139,1165
2239,2508
343,2331
1817,2340
2239,2512
995,1912
146,2413
133,590
160,2338
24,1131
880,1969
1563,1742
275,2897
632,1374
2555,2976
343,2329
1817,2336
1488,2758
2259,2669
691,796
767,1123
1373,2750
24,1185
1702,2663
257,591
900,2788
